winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19,winner_position
0,146,122,126,163,2,"[13, 11, 0, 12]","[0, 12, 10, 13]","[10, 0, 0, 16]","[12, 0, 12, 10]","[11, 12, 10, 0]","[10, 11, 0, 11]","[11, 10, 0, 10]","[11, 0, 10, 11]","[10, 0, 10, 0]","[10, 10, 10, 0]","[10, 10, 11, 0]","[11, 0, 0, 0]","[12, 10, 0, 10]","[10, 0, 12, 0]","[10, 13, 0, 0]","[0, 10, 12, 10]","[0, 13, 0, 11]","[12, 12, 12, 0]","[0, 12, 13, 12]",2
3,75,118,140,138,3,"[14, 0, 13, 13]","[0, 0, 10, 11]","[0, 11, 10, 15]","[11, 0, 11, 13]","[11, 0, 0, 10]","[0, 11, 0, 0]","[11, 11, 0, 10]","[0, 0, 10, 11]","[11, 11, 10, 0]","[0, 10, 11, 10]","[11, 11, 10, 0]","[11, 10, 0, 11]","[0, 0, 0, 0]","[11, 0, 10, 11]","[12, 0, 10, 12]","[11, 0, 0, 0]","[12, 0, 0, 0]","[0, 0, 0, 13]","[12, 0, 13, 0]",4
3,114,112,143,120,0,"[12, 12, 0, 10]","[13, 0, 12, 12]","[0, 0, 10, 0]","[11, 0, 0, 11]","[10, 11, 0, 12]","[12, 10, 0, 11]","[10, 12, 10, 0]","[0, 10, 0, 0]","[0, 0, 10, 10]","[10, 10, 0, 10]","[10, 11, 11, 0]","[0, 0, 0, 10]","[0, 0, 10, 11]","[0, 13, 12, 10]","[10, 13, 11, 0]","[12, 12, 0, 11]","[0, 0, 11, 13]","[10, 0, 15, 12]","[0, 0, 0, 0]",3
3,116,157,166,130,1,"[0, 0, 0, 11]","[12, 11, 0, 13]","[13, 0, 10, 0]","[11, 11, 12, 0]","[0, 10, 12, 11]","[11, 0, 10, 11]","[11, 10, 0, 12]","[0, 11, 10, 12]","[0, 10, 10, 10]","[10, 10, 0, 11]","[10, 10, 12, 0]","[10, 0, 10, 10]","[10, 0, 12, 0]","[10, 0, 11, 0]","[0, 10, 13, 13]","[11, 0, 0, 12]","[11, 0, 13, 12]","[0, 12, 10, 13]","[0, 11, 12, 15]",2
0,156,132,135,157,2,"[15, 11, 0, 12]","[0, 10, 15, 13]","[0, 0, 0, 0]","[0, 0, 11, 11]","[10, 13, 0, 0]","[12, 10, 11, 0]","[11, 12, 10, 0]","[10, 0, 11, 11]","[11, 10, 0, 10]","[0, 10, 10, 10]","[10, 11, 0, 10]","[0, 13, 10, 10]","[12, 10, 0, 11]","[0, 0, 10, 15]","[14, 10, 12, 0]","[11, 12, 11, 0]","[12, 12, 11, 0]","[13, 12, 0, 11]","[16, 0, 10, 11]",2
2,136,146,90,143,3,"[13, 14, 11, 0]","[10, 14, 10, 0]","[0, 0, 13, 0]","[0, 10, 15, 0]","[13, 0, 10, 10]","[0, 11, 10, 0]","[0, 0, 0, 12]","[10, 10, 11, 0]","[10, 10, 0, 11]","[10, 10, 10, 0]","[11, 0, 11, 10]","[10, 0, 0, 0]","[0, 10, 10, 0]","[0, 12, 12, 10]","[11, 10, 0, 11]","[10, 0, 12, 0]","[12, 11, 0, 13]","[11, 0, 11, 13]","[12, 14, 0, 0]",3
2,159,160,134,77,0,"[0, 0, 12, 0]","[12, 0, 12, 11]","[12, 11, 14, 0]","[10, 0, 13, 13]","[0, 11, 11, 0]","[0, 0, 0, 12]","[0, 10, 10, 11]","[0, 10, 10, 11]","[0, 11, 0, 0]","[10, 10, 0, 10]","[0, 10, 0, 0]","[10, 10, 12, 0]","[0, 12, 10, 12]","[0, 11, 12, 0]","[0, 15, 10, 11]","[11, 13, 0, 10]","[12, 0, 11, 12]","[0, 11, 13, 11]","[0, 14, 10, 10]",2
2,101,146,99,141,1,"[13, 12, 13, 0]","[0, 0, 0, 12]","[11, 0, 12, 0]","[0, 0, 0, 10]","[14, 0, 11, 10]","[0, 12, 11, 11]","[0, 0, 11, 0]","[11, 0, 11, 11]","[11, 10, 10, 0]","[11, 10, 0, 10]","[10, 10, 0, 12]","[12, 0, 10, 11]","[0, 0, 10, 0]","[0, 11, 0, 0]","[0, 0, 0, 0]","[10, 10, 13, 0]","[14, 11, 12, 0]","[11, 0, 12, 12]","[13, 15, 10, 0]",1
3,141,121,162,110,2,"[11, 0, 14, 12]","[0, 0, 0, 12]","[10, 12, 0, 15]","[0, 0, 0, 11]","[0, 10, 10, 14]","[0, 10, 0, 10]","[0, 0, 10, 11]","[10, 0, 10, 11]","[10, 11, 0, 11]","[10, 10, 10, 0]","[0, 10, 10, 11]","[0, 12, 10, 11]","[11, 0, 11, 11]","[11, 11, 11, 0]","[0, 11, 0, 10]","[0, 11, 12, 12]","[11, 12, 0, 0]","[12, 10, 0, 0]","[14, 11, 13, 0]",1
0,111,110,71,179,3,"[12, 13, 11, 0]","[10, 11, 0, 17]","[11, 0, 0, 0]","[11, 0, 12, 0]","[0, 0, 0, 11]","[11, 13, 11, 0]","[11, 0, 11, 0]","[11, 0, 0, 10]","[0, 0, 10, 0]","[10, 10, 10, 0]","[0, 0, 10, 0]","[11, 0, 0, 10]","[10, 0, 0, 0]","[13, 12, 10, 0]","[12, 11, 11, 0]","[12, 14, 0, 11]","[12, 12, 0, 12]","[10, 0, 14, 0]","[12, 15, 0, 0]",1
1,152,137,105,144,0,"[11, 13, 0, 12]","[15, 12, 12, 0]","[0, 12, 0, 0]","[11, 13, 12, 0]","[10, 0, 11, 14]","[0, 0, 11, 0]","[10, 11, 11, 0]","[11, 11, 0, 10]","[0, 0, 10, 0]","[10, 0, 10, 10]","[10, 11, 0, 10]","[10, 10, 0, 13]","[0, 10, 0, 10]","[11, 13, 11, 0]","[0, 12, 11, 12]","[11, 13, 12, 0]","[0, 0, 12, 0]","[13, 11, 0, 14]","[11, 0, 14, 0]",1
0,101,131,125,170,1,"[14, 0, 12, 12]","[12, 11, 0, 13]","[0, 0, 0, 0]","[0, 0, 11, 0]","[0, 13, 0, 11]","[11, 0, 12, 0]","[10, 0, 0, 10]","[11, 0, 0, 0]","[10, 0, 11, 10]","[11, 10, 0, 10]","[11, 10, 10, 0]","[0, 12, 11, 10]","[10, 10, 13, 0]","[10, 0, 0, 11]","[12, 10, 0, 12]","[11, 0, 13, 13]","[10, 0, 13, 13]","[11, 13, 13, 0]","[16, 12, 12, 0]",3
2,127,148,86,123,2,"[11, 11, 0, 0]","[13, 0, 0, 0]","[10, 11, 14, 0]","[12, 0, 12, 11]","[12, 12, 10, 0]","[0, 0, 0, 0]","[10, 10, 0, 12]","[0, 10, 10, 11]","[10, 0, 10, 10]","[0, 10, 10, 10]","[11, 10, 10, 0]","[0, 0, 10, 11]","[0, 11, 13, 10]","[13, 10, 10, 0]","[0, 11, 14, 0]","[0, 0, 11, 11]","[11, 11, 14, 0]","[0, 10, 0, 0]","[10, 0, 0, 0]",4
1,174,102,142,127,3,"[13, 13, 0, 12]","[14, 13, 0, 11]","[0, 11, 0, 0]","[0, 11, 12, 11]","[0, 11, 14, 11]","[0, 0, 11, 0]","[0, 10, 0, 0]","[11, 0, 10, 10]","[10, 10, 11, 0]","[11, 10, 10, 0]","[10, 0, 11, 10]","[11, 10, 0, 10]","[0, 0, 0, 10]","[10, 11, 0, 11]","[0, 14, 11, 10]","[11, 13, 0, 13]","[12, 11, 0, 11]","[0, 15, 0, 12]","[14, 11, 12, 0]",2
2,98,144,57,141,0,"[11, 0, 10, 0]","[11, 0, 14, 0]","[12, 0, 11, 0]","[0, 12, 14, 11]","[10, 12, 10, 0]","[0, 10, 11, 0]","[10, 0, 10, 0]","[10, 0, 0, 0]","[0, 11, 0, 0]","[10, 0, 11, 10]","[10, 10, 10, 0]","[0, 11, 10, 12]","[12, 0, 10, 10]","[11, 10, 0, 0]","[11, 0, 12, 0]","[10, 0, 0, 0]","[0, 11, 11, 14]","[0, 11, 0, 0]","[13, 0, 0, 0]",2
0,85,115,129,153,1,"[12, 0, 12, 14]","[13, 0, 13, 12]","[0, 0, 0, 14]","[11, 11, 13, 0]","[10, 0, 0, 0]","[0, 0, 0, 0]","[10, 10, 0, 12]","[11, 0, 11, 10]","[10, 0, 11, 10]","[10, 10, 10, 0]","[11, 0, 10, 10]","[11, 10, 0, 11]","[10, 11, 0, 11]","[11, 10, 13, 0]","[0, 0, 0, 0]","[0, 0, 10, 12]","[0, 0, 0, 13]","[11, 12, 12, 0]","[12, 11, 0, 0]",3
3,141,143,154,101,2,"[13, 12, 11, 0]","[0, 11, 11, 13]","[0, 12, 0, 0]","[13, 11, 0, 0]","[12, 10, 0, 0]","[0, 10, 12, 11]","[0, 11, 10, 11]","[11, 0, 10, 12]","[10, 11, 0, 11]","[0, 10, 10, 10]","[0, 11, 10, 10]","[10, 0, 0, 12]","[10, 0, 0, 0]","[11, 0, 11, 11]","[0, 12, 10, 0]","[0, 0, 11, 12]","[0, 10, 12, 14]","[11, 0, 11, 13]","[0, 10, 14, 14]",1
0,94,153,151,154,3,"[11, 0, 13, 16]","[11, 10, 0, 13]","[10, 0, 12, 15]","[11, 0, 12, 12]","[11, 12, 11, 0]","[10, 0, 11, 0]","[11, 13, 0, 10]","[11, 12, 0, 10]","[0, 11, 10, 10]","[10, 0, 10, 10]","[0, 0, 10, 0]","[0, 0, 10, 10]","[11, 0, 10, 11]","[0, 0, 11, 10]","[12, 0, 12, 0]","[12, 0, 11, 13]","[12, 13, 10, 0]","[11, 12, 0, 0]","[0, 11, 0, 11]",1
3,150,97,159,148,0,"[14, 0, 0, 0]","[13, 11, 0, 14]","[0, 11, 0, 12]","[0, 11, 0, 0]","[12, 10, 12, 0]","[0, 13, 11, 10]","[10, 0, 10, 12]","[10, 10, 0, 11]","[0, 11, 10, 10]","[11, 0, 10, 10]","[11, 10, 0, 11]","[10, 11, 10, 0]","[11, 11, 0, 0]","[11, 11, 0, 12]","[0, 0, 0, 11]","[12, 0, 12, 10]","[11, 0, 10, 13]","[0, 15, 12, 11]","[12, 15, 0, 12]",3
3,121,122,131,125,1,"[12, 0, 14, 11]","[0, 0, 0, 0]","[13, 11, 0, 0]","[11, 13, 0, 13]","[11, 12, 0, 12]","[0, 11, 11, 11]","[11, 0, 11, 10]","[0, 0, 10, 10]","[0, 10, 0, 10]","[10, 10, 10, 0]","[10, 10, 11, 0]","[0, 10, 10, 0]","[13, 0, 11, 10]","[10, 0, 13, 11]","[0, 11, 11, 12]","[0, 0, 0, 10]","[12, 0, 10, 0]","[12, 11, 0, 11]","[0, 12, 0, 0]",2
1,148,138,111,118,2,"[14, 12, 13, 0]","[14, 10, 12, 0]","[0, 14, 10, 0]","[0, 0, 0, 13]","[0, 12, 10, 12]","[10, 12, 11, 0]","[11, 0, 10, 0]","[10, 0, 0, 10]","[0, 10, 0, 10]","[10, 10, 10, 0]","[0, 11, 10, 10]","[0, 10, 0, 10]","[11, 11, 10, 0]","[0, 11, 11, 11]","[11, 0, 11, 12]","[0, 14, 10, 12]","[10, 0, 0, 0]","[0, 11, 0, 0]","[17, 0, 10, 11]",3
1,159,145,157,110,3,"[11, 0, 0, 0]","[10, 0, 12, 12]","[0, 0, 10, 0]","[11, 11, 0, 12]","[12, 11, 0, 12]","[0, 11, 10, 12]","[0, 13, 10, 10]","[0, 10, 13, 10]","[11, 10, 11, 0]","[0, 10, 10, 11]","[11, 11, 10, 0]","[10, 11, 10, 0]","[0, 10, 10, 10]","[0, 13, 12, 10]","[12, 11, 0, 12]","[0, 0, 0, 12]","[11, 0, 14, 10]","[0, 12, 13, 13]","[11, 15, 0, 11]",2
2,136,155,135,111,0,"[0, 13, 13, 12]","[11, 0, 12, 13]","[11, 0, 10, 12]","[12, 15, 10, 0]","[11, 11, 0, 11]","[0, 10, 12, 13]","[10, 0, 10, 0]","[0, 10, 11, 0]","[0, 0, 10, 0]","[10, 0, 10, 10]","[0, 10, 0, 10]","[10, 10, 0, 10]","[0, 11, 10, 11]","[11, 0, 0, 11]","[0, 10, 0, 0]","[11, 0, 12, 10]","[0, 13, 11, 12]","[0, 11, 11, 0]","[14, 12, 13, 0]",2
2,121,158,79,158,1,"[0, 0, 13, 0]","[13, 0, 11, 11]","[12, 0, 12, 0]","[11, 10, 11, 0]","[0, 12, 0, 0]","[11, 11, 13, 0]","[0, 10, 10, 0]","[11, 11, 0, 10]","[10, 0, 11, 10]","[10, 10, 10, 0]","[10, 10, 10, 0]","[10, 0, 12, 10]","[0, 11, 11, 10]","[0, 13, 12, 0]","[13, 11, 0, 0]","[11, 12, 0, 0]","[10, 0, 11, 16]","[13, 0, 0, 12]","[13, 0, 11, 0]",1
1,172,121,108,136,2,"[11, 12, 0, 0]","[11, 15, 0, 10]","[11, 0, 0, 0]","[11, 11, 12, 0]","[0, 13, 0, 0]","[0, 11, 11, 11]","[0, 10, 11, 13]","[0, 10, 10, 11]","[11, 11, 0, 10]","[10, 10, 0, 10]","[12, 10, 10, 0]","[12, 0, 10, 11]","[11, 11, 11, 0]","[11, 10, 12, 0]","[0, 12, 11, 0]","[0, 0, 10, 0]","[14, 13, 0, 11]","[11, 13, 0, 11]","[0, 0, 13, 10]",3
2,110,150,143,146,3,"[0, 12, 14, 10]","[11, 0, 11, 0]","[13, 13, 10, 0]","[0, 0, 11, 11]","[14, 0, 10, 10]","[10, 11, 13, 0]","[11, 0, 11, 12]","[10, 11, 12, 0]","[10, 10, 0, 11]","[11, 10, 10, 0]","[10, 0, 0, 10]","[0, 0, 11, 10]","[10, 0, 0, 0]","[0, 10, 0, 10]","[11, 10, 0, 12]","[0, 11, 0, 11]","[11, 0, 12, 13]","[14, 0, 12, 12]","[0, 12, 13, 11]",3
3,112,111,139,98,0,"[0, 0, 0, 12]","[13, 12, 0, 10]","[0, 15, 11, 0]","[13, 10, 0, 10]","[0, 10, 0, 10]","[0, 11, 0, 0]","[0, 0, 0, 10]","[10, 11, 11, 0]","[0, 11, 10, 10]","[11, 0, 10, 10]","[10, 0, 10, 10]","[10, 0, 10, 10]","[10, 11, 0, 12]","[0, 10, 12, 11]","[11, 0, 10, 11]","[10, 0, 11, 0]","[0, 0, 0, 0]","[0, 11, 0, 0]","[0, 0, 16, 13]",3
2,121,150,108,143,1,"[0, 0, 12, 0]","[12, 15, 0, 11]","[12, 10, 15, 0]","[11, 10, 0, 14]","[11, 0, 11, 13]","[10, 0, 15, 0]","[11, 10, 13, 0]","[0, 0, 0, 10]","[11, 11, 10, 0]","[11, 10, 0, 10]","[11, 0, 10, 10]","[10, 10, 10, 0]","[10, 0, 11, 0]","[0, 12, 0, 0]","[0, 11, 10, 0]","[13, 11, 0, 13]","[0, 11, 11, 0]","[10, 0, 11, 15]","[0, 0, 11, 12]",1
1,167,75,157,140,2,"[10, 13, 0, 15]","[11, 0, 13, 14]","[17, 10, 0, 0]","[10, 13, 0, 14]","[13, 12, 0, 10]","[12, 10, 11, 0]","[0, 10, 0, 10]","[10, 0, 0, 0]","[10, 10, 0, 11]","[10, 11, 10, 0]","[0, 10, 10, 12]","[0, 10, 11, 0]","[0, 11, 0, 11]","[11, 10, 0, 13]","[0, 12, 10, 11]","[13, 0, 10, 12]","[0, 12, 0, 12]","[0, 0, 0, 0]","[13, 13, 0, 12]",3
3,111,122,168,161,3,"[13, 13, 0, 11]","[13, 0, 12, 12]","[0, 12, 10, 13]","[0, 0, 0, 13]","[12, 12, 0, 10]","[12, 0, 0, 0]","[0, 10, 10, 10]","[10, 11, 10, 0]","[10, 10, 11, 0]","[10, 0, 10, 10]","[0, 0, 0, 10]","[11, 10, 0, 10]","[12, 10, 0, 10]","[11, 0, 12, 11]","[12, 10, 0, 11]","[10, 0, 12, 12]","[0, 13, 10, 13]","[11, 0, 12, 0]","[14, 0, 13, 12]",4
3,100,135,154,124,0,"[0, 12, 0, 11]","[12, 0, 12, 11]","[14, 10, 0, 0]","[12, 0, 10, 0]","[12, 0, 11, 13]","[10, 12, 13, 0]","[0, 10, 10, 11]","[0, 0, 10, 10]","[10, 10, 0, 10]","[10, 0, 11, 10]","[11, 11, 0, 10]","[10, 0, 0, 10]","[11, 0, 10, 12]","[0, 0, 11, 0]","[0, 10, 0, 11]","[12, 11, 0, 12]","[0, 0, 11, 11]","[0, 14, 11, 12]","[0, 0, 15, 0]",3
3,143,98,156,108,1,"[14, 12, 13, 0]","[0, 10, 14, 13]","[11, 0, 0, 0]","[0, 0, 0, 11]","[12, 0, 0, 10]","[10, 11, 0, 12]","[0, 10, 11, 11]","[11, 11, 0, 11]","[10, 0, 11, 11]","[10, 11, 0, 10]","[10, 10, 0, 10]","[10, 10, 0, 12]","[0, 11, 12, 10]","[0, 11, 0, 11]","[10, 13, 0, 0]","[0, 0, 12, 12]","[0, 0, 10, 12]","[0, 11, 15, 0]","[0, 12, 0, 0]",2
1,142,122,130,133,2,"[0, 0, 11, 10]","[0, 13, 12, 11]","[11, 12, 12, 0]","[0, 10, 0, 0]","[10, 0, 0, 11]","[0, 11, 11, 10]","[10, 10, 0, 12]","[10, 10, 0, 12]","[10, 11, 0, 11]","[0, 10, 10, 10]","[10, 11, 11, 0]","[10, 0, 11, 11]","[0, 10, 0, 0]","[13, 0, 11, 10]","[13, 11, 11, 0]","[11, 11, 0, 11]","[12, 0, 11, 0]","[0, 0, 11, 0]","[13, 12, 0, 11]",3
2,119,145,96,109,3,"[10, 18, 11, 0]","[0, 12, 0, 0]","[11, 0, 12, 13]","[13, 0, 0, 0]","[0, 0, 10, 0]","[0, 12, 0, 0]","[0, 0, 0, 10]","[11, 0, 10, 10]","[0, 11, 10, 10]","[0, 10, 10, 10]","[10, 0, 11, 11]","[11, 11, 0, 10]","[10, 13, 10, 0]","[0, 10, 11, 0]","[10, 0, 0, 0]","[11, 0, 11, 11]","[12, 0, 13, 11]","[0, 12, 12, 0]","[0, 10, 14, 0]",3
3,136,84,158,141,0,"[17, 11, 0, 12]","[11, 12, 0, 0]","[12, 0, 10, 13]","[0, 12, 11, 12]","[0, 12, 0, 11]","[0, 0, 0, 11]","[11, 10, 0, 11]","[11, 11, 10, 0]","[0, 10, 10, 11]","[10, 0, 10, 11]","[10, 0, 12, 10]","[10, 11, 0, 12]","[0, 0, 10, 0]","[12, 12, 0, 10]","[10, 11, 0, 12]","[0, 0, 11, 0]","[12, 12, 0, 11]","[0, 0, 0, 0]","[15, 12, 0, 11]",3
3,117,124,139,134,1,"[13, 11, 0, 0]","[0, 13, 0, 12]","[11, 0, 14, 11]","[13, 0, 10, 13]","[10, 10, 12, 0]","[13, 10, 0, 10]","[10, 10, 0, 12]","[10, 0, 10, 0]","[0, 0, 10, 0]","[0, 10, 11, 10]","[10, 10, 0, 11]","[10, 10, 0, 10]","[10, 0, 0, 0]","[12, 0, 10, 11]","[12, 13, 10, 0]","[0, 10, 13, 0]","[0, 0, 13, 12]","[0, 10, 11, 16]","[0, 0, 0, 11]",2
3,130,151,151,96,2,"[0, 12, 11, 13]","[0, 0, 13, 0]","[0, 12, 12, 12]","[0, 11, 12, 10]","[12, 10, 11, 0]","[0, 11, 0, 13]","[11, 10, 0, 12]","[10, 0, 10, 12]","[11, 10, 11, 0]","[10, 0, 10, 10]","[0, 0, 11, 0]","[10, 0, 0, 11]","[12, 0, 0, 10]","[0, 10, 11, 11]","[0, 10, 0, 0]","[10, 11, 14, 0]","[10, 0, 14, 13]","[0, 12, 0, 10]","[0, 11, 11, 14]",1
2,106,146,113,126,3,"[12, 14, 11, 0]","[0, 15, 12, 10]","[10, 0, 14, 0]","[11, 0, 0, 0]","[11, 11, 11, 0]","[0, 10, 11, 14]","[0, 10, 10, 0]","[0, 0, 0, 10]","[10, 0, 10, 0]","[10, 0, 10, 10]","[0, 11, 11, 10]","[10, 0, 0, 11]","[12, 0, 0, 0]","[11, 0, 10, 13]","[0, 12, 11, 12]","[0, 12, 13, 11]","[13, 0, 0, 0]","[0, 0, 12, 0]","[16, 11, 0, 12]",3
3,119,90,167,141,0,"[0, 13, 0, 12]","[0, 12, 0, 14]","[11, 14, 0, 12]","[12, 0, 11, 12]","[12, 0, 0, 0]","[0, 0, 0, 12]","[11, 0, 11, 11]","[12, 10, 0, 10]","[0, 11, 11, 10]","[10, 10, 0, 10]","[11, 11, 0, 10]","[11, 0, 0, 0]","[0, 0, 10, 11]","[0, 13, 11, 10]","[0, 0, 0, 12]","[12, 13, 0, 11]","[14, 0, 12, 0]","[12, 12, 13, 0]","[13, 0, 11, 10]",3
0,122,112,135,143,1,"[13, 11, 0, 12]","[14, 0, 0, 0]","[0, 0, 0, 12]","[12, 0, 13, 11]","[10, 0, 0, 13]","[12, 10, 0, 11]","[0, 12, 10, 11]","[13, 10, 10, 0]","[10, 11, 0, 11]","[0, 10, 0, 0]","[10, 0, 10, 10]","[11, 10, 0, 0]","[0, 11, 11, 12]","[11, 0, 0, 0]","[0, 14, 10, 0]","[0, 10, 12, 0]","[0, 13, 13, 10]","[12, 0, 12, 11]","[15, 0, 11, 11]",3
0,125,154,111,161,2,"[0, 14, 10, 12]","[0, 11, 0, 0]","[12, 11, 0, 10]","[13, 10, 0, 12]","[10, 0, 10, 12]","[12, 12, 10, 0]","[12, 0, 11, 10]","[11, 10, 11, 0]","[10, 0, 11, 10]","[10, 11, 10, 0]","[0, 11, 10, 10]","[0, 12, 10, 10]","[11, 0, 13, 0]","[0, 0, 0, 13]","[11, 0, 11, 0]","[12, 0, 11, 12]","[13, 11, 0, 0]","[11, 0, 13, 0]","[13, 12, 13, 0]",2
3,131,150,197,85,3,"[0, 0, 14, 14]","[0, 11, 15, 12]","[12, 11, 0, 13]","[0, 10, 11, 14]","[0, 11, 11, 11]","[11, 0, 11, 0]","[10, 11, 10, 0]","[0, 10, 11, 11]","[0, 10, 11, 11]","[10, 0, 10, 10]","[10, 0, 11, 10]","[11, 11, 0, 10]","[0, 0, 10, 10]","[11, 12, 0, 10]","[0, 10, 0, 11]","[0, 0, 0, 11]","[0, 11, 0, 14]","[0, 13, 13, 10]","[10, 0, 12, 15]",4
2,133,179,123,101,0,"[0, 12, 0, 0]","[0, 0, 12, 11]","[13, 14, 0, 10]","[0, 0, 10, 11]","[0, 10, 13, 0]","[0, 10, 12, 0]","[0, 10, 0, 0]","[10, 10, 13, 0]","[12, 10, 10, 0]","[10, 0, 11, 10]","[0, 11, 11, 10]","[10, 0, 10, 10]","[11, 11, 11, 0]","[12, 0, 11, 10]","[0, 0, 10, 12]","[0, 11, 10, 13]","[10, 11, 12, 0]","[0, 13, 12, 13]","[13, 0, 11, 13]",2
1,161,110,138,134,1,"[0, 0, 12, 0]","[12, 10, 0, 13]","[0, 15, 10, 11]","[12, 0, 0, 0]","[0, 11, 11, 13]","[0, 11, 0, 11]","[11, 11, 10, 0]","[10, 10, 0, 12]","[11, 0, 11, 10]","[0, 10, 11, 10]","[11, 10, 10, 0]","[12, 10, 10, 0]","[0, 0, 11, 10]","[10, 0, 14, 11]","[11, 11, 0, 0]","[11, 11, 0, 14]","[10, 15, 0, 12]","[13, 13, 0, 11]","[0, 13, 0, 0]",4
3,129,93,164,153,2,"[0, 0, 0, 12]","[11, 0, 0, 17]","[0, 0, 0, 12]","[11, 0, 10, 14]","[12, 10, 0, 11]","[10, 0, 0, 11]","[10, 11, 10, 0]","[12, 0, 10, 10]","[10, 12, 0, 10]","[10, 11, 10, 0]","[10, 10, 10, 0]","[0, 11, 11, 10]","[11, 11, 0, 12]","[11, 11, 0, 13]","[12, 0, 10, 10]","[12, 12, 0, 12]","[11, 14, 11, 0]","[0, 0, 0, 0]","[0, 16, 11, 10]",1
1,145,118,126,101,3,"[10, 13, 0, 13]","[13, 12, 11, 0]","[0, 0, 0, 0]","[12, 0, 14, 11]","[0, 10, 0, 10]","[0, 0, 10, 0]","[12, 11, 10, 0]","[0, 10, 10, 11]","[0, 11, 10, 11]","[0, 10, 10, 11]","[11, 0, 11, 10]","[11, 11, 10, 0]","[0, 0, 0, 0]","[0, 11, 11, 0]","[10, 0, 0, 0]","[11, 12, 0, 12]","[0, 11, 0, 11]","[11, 12, 0, 13]","[0, 11, 11, 13]",2
1,156,132,123,130,0,"[0, 12, 0, 14]","[0, 11, 10, 0]","[10, 12, 0, 0]","[10, 0, 15, 10]","[0, 13, 0, 11]","[11, 0, 11, 11]","[10, 10, 10, 0]","[0, 10, 11, 10]","[0, 10, 10, 0]","[10, 11, 0, 10]","[10, 10, 0, 11]","[0, 11, 10, 10]","[10, 0, 10, 11]","[12, 10, 11, 0]","[11, 0, 11, 12]","[13, 11, 11, 0]","[0, 12, 0, 0]","[10, 0, 12, 13]","[13, 13, 0, 0]",1
3,133,120,168,117,1,"[0, 0, 15, 11]","[13, 12, 11, 0]","[13, 11, 0, 11]","[0, 0, 0, 11]","[12, 12, 11, 0]","[12, 0, 0, 10]","[0, 0, 10, 10]","[10, 10, 0, 12]","[0, 11, 10, 10]","[10, 10, 0, 11]","[0, 11, 11, 10]","[0, 10, 10, 13]","[11, 13, 0, 10]","[12, 11, 0, 10]","[10, 0, 0, 14]","[14, 12, 10, 0]","[0, 0, 11, 13]","[0, 10, 11, 12]","[0, 0, 10, 0]",2
1,148,120,146,134,2,"[0, 11, 11, 16]","[14, 12, 0, 10]","[0, 15, 10, 11]","[0, 10, 12, 10]","[12, 11, 11, 0]","[0, 10, 0, 11]","[10, 11, 0, 11]","[10, 11, 0, 0]","[10, 11, 0, 10]","[0, 10, 10, 10]","[10, 0, 10, 0]","[10, 10, 0, 12]","[10, 0, 10, 11]","[11, 0, 12, 0]","[11, 0, 10, 0]","[0, 13, 11, 11]","[0, 0, 0, 13]","[14, 0, 13, 10]","[12, 13, 0, 0]",3
2,131,166,138,95,3,"[16, 11, 0, 0]","[0, 0, 12, 0]","[0, 11, 11, 13]","[0, 11, 0, 13]","[0, 10, 10, 0]","[0, 0, 12, 0]","[13, 0, 11, 10]","[0, 10, 10, 11]","[10, 0, 10, 0]","[0, 10, 10, 10]","[10, 10, 0, 10]","[11, 11, 0, 10]","[11, 0, 11, 0]","[11, 12, 10, 0]","[0, 13, 12, 11]","[0, 10, 11, 11]","[0, 0, 13, 11]","[13, 0, 11, 14]","[0, 12, 12, 14]",3
0,128,75,135,150,0,"[0, 12, 0, 14]","[0, 11, 0, 0]","[0, 0, 0, 12]","[13, 11, 0, 10]","[12, 11, 0, 11]","[10, 0, 10, 12]","[11, 0, 0, 0]","[10, 10, 0, 10]","[0, 10, 11, 10]","[10, 0, 11, 10]","[10, 0, 0, 11]","[0, 10, 10, 10]","[11, 10, 11, 0]","[11, 10, 11, 0]","[13, 10, 0, 12]","[11, 11, 0, 13]","[0, 0, 0, 0]","[14, 0, 0, 0]","[14, 12, 11, 0]",4
2,66,170,144,130,1,"[0, 0, 14, 12]","[0, 0, 10, 12]","[12, 0, 12, 14]","[0, 11, 11, 11]","[12, 0, 12, 11]","[0, 0, 0, 0]","[12, 12, 10, 0]","[10, 0, 12, 10]","[11, 0, 10, 10]","[0, 10, 11, 10]","[10, 12, 10, 0]","[11, 10, 11, 0]","[0, 0, 10, 10]","[0, 0, 0, 10]","[13, 0, 11, 10]","[12, 0, 11, 13]","[0, 0, 0, 11]","[14, 11, 0, 0]","[13, 0, 15, 0]",1
0,130,128,102,131,2,"[10, 14, 0, 13]","[11, 13, 13, 0]","[15, 11, 12, 0]","[11, 0, 0, 0]","[11, 13, 0, 11]","[10, 0, 0, 0]","[11, 0, 11, 11]","[0, 13, 10, 10]","[10, 10, 10, 0]","[0, 10, 0, 0]","[10, 11, 11, 0]","[10, 0, 0, 11]","[10, 12, 11, 0]","[0, 0, 11, 0]","[0, 11, 0, 10]","[0, 0, 12, 0]","[12, 0, 0, 12]","[0, 0, 14, 11]","[0, 12, 13, 13]",2
